kbo_number,company_name,city,postal_code,status,industry_nace_code,legal_form,main_email,main_phone,website_url
0719606574,BAFFONE,Gent,9051,AC,46170,Besloten vennootschap met beperkte aansprakelijkheid,baffonecaseificio@libero.it,,
0832359473,BAJU,Gent,9000,AC,56112,Besloten Vennootschap,,,
0729654289,BAKKERIJ GENT,Gent,9000,AC,47241,Besloten Vennootschap,,,
1016691543,BAR MIKE,Gent,9000,AC,56111,Besloten Vennootschap,,,
0887143390,BARISTA,Gent,9000,AC,56112,Besloten Vennootschap,,,
0863179442,BASKUUL,Gent,9000,AC,56111,Besloten Vennootschap,,,
0523897295,BASTONNE,Gent,9000,AC,43120,Besloten Vennootschap,,,
0769840696,BAVA FOODS,Gent,9052,AC,56112,Besloten Vennootschap,,,
0863927926,BAVAC,Gent,9000,AC,56111,Besloten Vennootschap,,,
0806353278,BAZIEL,Gent,9000,AC,56301,Besloten Vennootschap,,,
0740517004,BC FOOD,Gent,9000,AC,56111,Besloten Vennootschap,info@debompa.be,0496605756,www.debompa.be
0748724687,BCX EINDEWERE,Gent,9000,AC,56112,Besloten Vennootschap,,,
0889444369,BEKOREST,Gent,9000,AC,56111,Besloten Vennootschap,,,
0443666716,BELGIAN WAFFLES NUMBER ONE,Gent,9000,AC,55302,Naamloze vennootschap,,,
0768391339,BELSITIS,Gent,9050,AC,56111,Besloten Vennootschap,info@baracita.be,,www.baracita.be
0436070527,BENIGNE,Gent,9032,AC,86995,Besloten Vennootschap,benigne@telenet.be,,
0772621628,BER*LIN,Gent,9050,AC,74201,Besloten Vennootschap,,,
0465272277,BEYAZGUL,Gent,9040,AC,56112,Gewone commanditaire vennootschap,,,
0556835923,BHUSAL,Gent,9000,AC,55100,Besloten vennootschap met beperkte aansprakelijkheid,,,
0889799212,BIALPOS,Gent,9000,AC,56112,Besloten Vennootschap,,,
0704661052,BIER CENTRAL GENT,Gent,9000,AC,56111,Besloten Vennootschap,,,
0797367615,BIJLOKE PERK,Gent,9000,AC,47621,Vennootschap onder firma,,,
0639939583,BLACKFISK,Gent,9000,AC,56210,Besloten Vennootschap,,,
0472702972,BLEAU,Gent,9000,AC,93110,Besloten Vennootschap,,,
0447703203,BLERCO,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0730732078,BLM,Gent,9000,AC,96210,Commanditaire vennootschap,info@dvh-consult-plus.com,,
0738544736,BLOMMM,Gent,9000,AC,47761,Besloten Vennootschap,paulien@blommm.be,,www.blommm.be
0446744683,BLUESETTE,Gent,9000,AC,56301,Besloten vennootschap met beperkte aansprakelijkheid,,,
0668843605,BLUESVENUES,Gent,9000,AC,56112,Besloten Vennootschap,,,
0672510797,BOAT 9000,Gent,9000,AC,56112,Gewone commanditaire vennootschap,,,
0879443669,BOEMERANG,Gent,9000,AC,56112,Besloten Vennootschap,info@ascona.gent,094309545,www.ascona-gent.be
1004390557,BOLDCO,Gent,9000,AC,56112,Besloten Vennootschap,,,
0761417534,BOMOBO,Gent,9040,AC,56111,Besloten Vennootschap,,,
0471794538,BORLUUT,Gent,9000,AC,55301,Besloten Vennootschap,,,
0648810927,BRAEMINVEST,Gent,9040,AC,56111,Besloten Vennootschap,,,
0804846216,BRAEMINVEST BTW-EENHEID,Gent,9040,AC,56111,BTW-eenheid,,,
0454728476,BRASSEBEL,Gent,9000,AC,56111,Besloten Vennootschap,,,
0473504510,BRASSERIE MADY,Gent,9000,AC,56111,Besloten Vennootschap,,,
0893006249,BRIDGE ST.BAAFS,Gent,9000,AC,56111,Besloten Vennootschap,,,
0435929579,BROKO,Gent,9000,AC,56112,Besloten Vennootschap,,,
1003289905,BROODBOETIEK,Gent,9042,AC,56112,Vennootschap onder firma,,,
0712618517,BROUWERIJ HAESEVELD,Gent,9040,AC,56111,Naamloze vennootschap,,,
0537874502,BROWAEYS INVEST,Gent,9000,AC,56301,Besloten Vennootschap,,,
0778376104,BTW-EENHEID CHAFLO,Gent,9041,AC,56111,BTW-eenheid,,,
0726910179,BUDDHAM,Gent,9000,AC,56111,Besloten Vennootschap,,,
0753757306,BUFFON,Gent,9000,AC,56111,Besloten Vennootschap,,,
0827857782,BV CC&S,Gent,9050,AC,93129,Besloten Vennootschap,,,
0869626378,BV EETOILE,Gent,9000,AC,56111,Besloten Vennootschap,,,
0464703937,BVBA PARAVENTO,Gent,9000,AC,56111,Besloten Vennootschap,,,
0897963345,BW catering,Gent,9051,AC,46170,Besloten Vennootschap,,,
0897646710,BYT,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0739659642,Bachte,Gent,9000,AC,56111,Besloten Vennootschap,,,
0876672538,Balci-Bogaert,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
1017587606,Bao Studio,Gent,9000,AC,56111,Besloten Vennootschap,,,
0775714344,Baptist Gent,Gent,9032,AC,56111,Besloten Vennootschap,,,
0717705176,Bar Martine,Gent,9000,AC,56112,Besloten Vennootschap,,,
0776873196,Bassin,Gent,9050,AC,56111,Vennootschap onder firma,,,
0662520094,BeMG Management,Gent,9000,AC,59209,Besloten Vennootschap,,,
0552998879,Bearded Chef Atelier,Gent,9000,AC,56210,Besloten Vennootschap,,,
0653899665,Beaucinq,Gent,9041,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0665727232,Beauté,Gent,9052,AC,56111,Gewone commanditaire vennootschap,,,
0750664192,Beggars Banquet,Gent,9000,AC,56112,Besloten Vennootschap,,,
0793836716,BelMiek,Gent,9000,AC,56111,Besloten Vennootschap,,,
1013503213,Bento House,Gent,9000,AC,56111,Besloten Vennootschap,,,
0777984738,Bertchi & Bertchi,Gent,9000,AC,46472,Besloten Vennootschap,,,
0650912758,Best Friends Forever,Gent,9000,AC,56112,Besloten Vennootschap,,,
1002720771,Beweeg Meer Gent,Gent,9000,AC,56111,Besloten Vennootschap,,,
0562737283,Bildpunkt,Gent,9050,AC,56111,Besloten Vennootschap,,,
0699504414,Bim Bum Bam,Gent,9000,AC,70200,Gewone commanditaire vennootschap,,,
0453231906,Bistro Bachtenberghe,Gent,9031,AC,56111,Naamloze vennootschap,,,
1004105891,Bistro eleveN,Gent,9031,AC,56111,Commanditaire vennootschap,,,
0727396070,Blue Jam,Gent,9000,AC,56111,Besloten Vennootschap,,,
1014977910,Bodur,Gent,9032,AC,56112,Besloten Vennootschap,,,
1007541671,Boekjes en Koekjes,Gent,9000,AC,47610,Besloten Vennootschap,,,
0802704890,Bolle Enterprises,Gent,9000,AC,74201,Besloten Vennootschap,,,
1012555383,Bolling,Gent,9041,AC,56111,Besloten Vennootschap,,,
1015658591,Bon Vivant,Gent,9000,AC,56309,Besloten Vennootschap,,,
0872736813,Botermarkt,Gent,9050,AC,56112,Besloten Vennootschap,,,
0778767270,Boters & Zoon,Gent,9000,AC,56111,Besloten Vennootschap,,,
0899945412,Brandweerclub Gent VZW,Gent,9000,AC,56111,Vereniging zonder winstoogmerk,,,
1013303471,Brasserie Endri,Gent,9000,AC,56112,Commanditaire vennootschap,,,
0630856128,Brasserie Noordhof,Gent,9031,AC,56111,Besloten Vennootschap,,,
0690729773,Brasserie Sleepstraat,Gent,9000,AC,56111,Gewone commanditaire vennootschap,,,
0746362738,Brasserie Wondelgem,Gent,9032,AC,56111,Besloten Vennootschap,,,
0899096661,Broodkapje,Gent,9000,AC,56112,Besloten Vennootschap,,,
0798873489,Brothers & Co,Gent,9000,AC,47279,Vennootschap onder firma,,,
0545835628,Burgoise,Gent,9051,AC,56112,Besloten Vennootschap,,,
0677438793,Buskruit,Gent,9000,AC,56111,Besloten Vennootschap,,,
0846002524,BÖREK SIMIT HUIS,Gent,9000,AC,56112,Besloten Vennootschap,,,
0688982486,BØSSER,Gent,9000,AC,56111,Besloten Vennootschap,,,
0861780563,C&BC,Gent,9032,AC,56112,Besloten Vennootschap,,,
0781575718,C&M Partners,Gent,9040,AC,56301,Commanditaire vennootschap,,,
0467106369,CALABRIA,Gent,9000,AC,56111,Besloten Vennootschap,,,
0790592560,CALLI,Gent,9041,AC,56111,Besloten Vennootschap,,,
0655817790,CAMK,Gent,9032,AC,56112,Besloten Vennootschap,,,
0894285956,CARUSO,Gent,9030,AC,56111,Besloten Vennootschap,,,
0798126094,CC,Gent,9000,AC,56111,Besloten Vennootschap,,,
0447712408,CELIN,Gent,9000,AC,56112,Besloten Vennootschap,,,
0455097472,CENT POUR CENT PAIN BVBA,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0508946330,CETINA,Gent,9000,AC,56112,Gewone commanditaire vennootschap,,,
0848893322,CEYDA DONER,Gent,9000,AC,56112,Vennootschap onder firma,,,
0445222377,CHACON,Gent,9031,AC,56111,Besloten Vennootschap,,,
0447658562,CHAJANI-PROJECTS,Gent,9000,AC,56111,Besloten Vennootschap,,,
0804769507,CHANGES,Gent,9050,AC,49410,Besloten Vennootschap,,,
0474170939,CHARLYS,Gent,9000,AC,56111,Besloten Vennootschap,info@lysdor.be,,lysdor.be
0717795050,CHEF COCKX,Gent,9000,AC,70100,Commanditaire vennootschap,,,
0719533330,CHITWAN,Gent,9000,AC,56111,Besloten Vennootschap,,,
0722743139,CHOPSTICKS,Gent,9000,AC,56111,Besloten Vennootschap,,,
1006049752,CHOPSTIX,Gent,9050,AC,56111,Vennootschap onder firma,,,
0867451105,CINAR,Gent,9040,AC,56112,Besloten Vennootschap,,,
0751557582,COCO JOYE,Gent,9000,AC,10520,Commanditaire vennootschap,,,
1015501314,COCONNE,Gent,9000,AC,56111,Besloten Vennootschap,,,
0444878325,COCTEAU,Gent,9000,AC,56111,Vennootschap onder firma,,,
0870623597,COEUR D'ARTICHAUT CATERING EN EVENTS,Gent,9030,AC,56210,Besloten Vennootschap,,,
1006361835,CONCHI'S PERUVIAN CUISINE,Gent,9000,AC,56112,Besloten Vennootschap,,,
0534460892,CONSEBT,Gent,9000,AC,70200,Besloten Vennootschap,,,
0515952403,COOKING & COMMUNICATION COMPANY,Gent,9051,AC,70200,Besloten Vennootschap,,,
0736963042,COZETTE,Gent,9000,AC,56111,Vennootschap of vereniging zonder rechtspersoonlijkheid,,,
0653998150,CSC-Cook some concepts,Gent,9051,AC,56111,Besloten Vennootschap,,,
0781613825,CTG GROUP,Gent,9000,AC,56112,Besloten Vennootschap,,,
0765428681,Caffè Rosario,Gent,9000,AC,56111,Besloten Vennootschap,,,
0464847457,Cam,Gent,9041,AC,56112,Gewone commanditaire vennootschap,,,
0536277267,Capsuul,Gent,9000,AC,56301,Besloten Vennootschap,,,
0743718596,Care Group,Gent,9000,AC,62200,Besloten Vennootschap,nikolas@care-group.be,0489/68.75.39,
0701741748,Chabéli,Gent,9000,AC,56112,Vennootschap onder firma,,,
0649635823,Chira,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0715740630,Chocolaterie Kevin de Poorter,Gent,9031,AC,56112,Gewone commanditaire vennootschap,,,
0401028781,Christelijke Vriendenkring Kolegem,Gent,9030,AC,56112,Vereniging zonder winstoogmerk,,,
1006960166,Ciné Mangiare,Gent,9000,AC,56111,Besloten Vennootschap,,,
0420194496,Club Sports Diffusion,Gent,9000,AC,47639,Naamloze vennootschap,info@doknoord.be,,
0743675640,Cocotine Coffee,Gent,9000,AC,56301,Besloten Vennootschap,,,
0662895525,Commotie,Gent,9040,AC,56111,Besloten Vennootschap,,,
0792462779,Confiserie Eva,Gent,9000,AC,56112,Besloten Vennootschap,,,
0722742545,Cornerteam,Gent,9000,AC,56111,Besloten Vennootschap,,,
0691960683,Crunch,Gent,9000,AC,56112,Vennootschap onder firma,,,
0748880382,D&CO,Gent,9000,AC,56112,Besloten Vennootschap,,,
0788746392,D&D GROUP,Gent,9030,AC,47110,Besloten Vennootschap,,,
0537205596,D.A.D. consult,Gent,9030,AC,64210,Commanditaire vennootschap,,,
0786760763,DADO CAFÉ,Gent,9050,AC,56112,Besloten Vennootschap,,,
0795362287,DAERONA HABESHA,Gent,9000,AC,56111,Besloten Vennootschap,,,
0727933332,DAK&BAP,Gent,9030,AC,56111,Besloten Vennootschap,dakandbap@gmail.com,,
0448560662,DAMASS,Gent,9000,AC,49410,Besloten Vennootschap,,,
0713941576,DDEE,Gent,9031,AC,56111,Besloten Vennootschap,,,
0658961778,DE 3 SLEUTELS,Gent,9051,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0457814462,DE ACHT ZALIGHEDEN,Gent,9000,AC,55301,Besloten Vennootschap,,,
0803774266,DE AFFAIRE,Gent,9040,AC,56111,Besloten Vennootschap,,,
0469255811,DE APPELIER,Gent,9000,AC,56111,Besloten Vennootschap,,,
0453230817,DE BROUWZAELE,Gent,9031,AC,56111,Naamloze vennootschap,,,
0657867757,DE DRAKENTEMMERS,Gent,9000,AC,56301,Besloten Vennootschap,,,
0865698571,DE FRIETKETEL & C°,Gent,9000,AC,55302,Commanditaire vennootschap,vandevelde.f@telenet.be,,
0461567471,DE GENTSE BARGE,Gent,9000,AC,56111,Vereniging zonder winstoogmerk,,,
0662812975,DE GOUDEN SATÉ,Gent,9000,AC,56112,Besloten Vennootschap,,,
0457197622,DE GROENE STAAK,Gent,9030,AC,56111,Besloten Vennootschap,,,
0502528393,DE HAMSTER,Gent,9000,AC,56111,Besloten Vennootschap,,,
0442714136,DE JACOB,Gent,9000,AC,56111,Besloten Vennootschap,,,
0477409650,DE KASTART,Gent,9000,AC,56111,Besloten Vennootschap,,,
0477228815,DE LAGE VUURSE,Gent,9000,AC,56111,Besloten Vennootschap,info@delagevuurse.be,09 251 08 08,www.delagevuurse.be
0472374954,DE LAILA,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0444756579,DE MYTHE,Gent,9052,AC,56111,Besloten Vennootschap,,+32472893085,
0861360097,DE PHOENIX,Gent,9000,AC,56111,Coöperatieve vennootschap met onbeperkte aansprakelijkheid,,,
0568461966,DE ROOS GENT,Gent,9000,AC,56111,Besloten Vennootschap,,,
0466867631,DE SJAKOSJ,Gent,9000,AC,56301,Besloten vennootschap met beperkte aansprakelijkheid,,,
0454164787,DE VIER TAFELS,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0428422967,DE WIT,Gent,9000,AC,56111,Besloten Vennootschap,,,
0456855845,DEBO BEENHOUWERIJ,Gent,9000,AC,47221,Besloten Vennootschap,erwinbollaert@gmail.com,,www.bestel-erwinensandra.be
0661831196,DEBRESTE,Gent,9032,AC,49410,Besloten Vennootschap,,,
0698982394,DECA,Gent,9000,AC,56112,Besloten Vennootschap,,,
0862458177,DEDEOGLU PIZZA-GRILL,Gent,9000,AC,56111,Vennootschap onder firma,,,
0809990679,DEK WAT,Gent,9031,AC,56112,Besloten Vennootschap,,,
0431566856,DEKIMO Software,Gent,9050,AC,62100,Besloten Vennootschap,,,
0749894627,DEKKIERI,Gent,9050,AC,56301,Besloten Vennootschap,,,
0873662469,DELEVIN,Gent,9000,AC,56111,Besloten Vennootschap,,,
0428218178,DELI GENT,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0449630236,DELI GENT ZUID,Gent,9000,AC,56112,Besloten Vennootschap,,,
0464421548,DELI VELDSTRAAT,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0696594414,DELI WALPOORT,Gent,9000,AC,56112,Besloten Vennootschap,,,
0434329970,DELICIEUX,Gent,9000,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0451575877,DEMBLOM,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0416356266,DEN BLIJCK,Gent,9040,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0770232953,DEN BOER,Gent,9030,AC,56111,Besloten Vennootschap,,,
0753510351,DEN BRAUWER,Gent,9000,AC,56112,Besloten Vennootschap,,,
0543911068,DEN HOEK AF,Gent,9000,AC,56111,Besloten Vennootschap,,,
0466041349,DES ARTS,Gent,9000,AC,56111,Besloten Vennootschap,,,
0467419838,DEVER,Gent,9000,AC,56111,Besloten Vennootschap,,,
0735957806,DEWULF MARTIJN HORECA & COACHING,Gent,9040,AC,56112,Besloten Vennootschap,info@feestzaal-martijn-dewulf.be,0471671872,www.feestzaal-martijn-dewulf.be
0723763124,DHAULAGIRI,Gent,9000,AC,56111,Besloten Vennootschap,,,
0647759466,DHINDSA,Gent,9000,AC,47621,Gewone commanditaire vennootschap,,,
0649972254,DIMSAM,Gent,9000,AC,56112,Besloten Vennootschap,,,
0674485441,DOGAN,Gent,9050,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
0426974895,DOORNZELE,Gent,9000,AC,56111,Naamloze vennootschap,,,
0477060450,DOUBLE V,Gent,9000,AC,56112,Besloten Vennootschap,,,
0537681688,DP Gent,Gent,9000,AC,56112,Besloten Vennootschap,,,
0799167063,DP Wetteren 8,Gent,9000,AC,56112,Besloten Vennootschap,,,
1007066569,DRISTI,Gent,9000,AC,56112,Besloten Vennootschap,,,
0676678235,DRONGENGOEDHOEVE,Gent,9000,AC,68203,Besloten Vennootschap,,,
0699868757,DS FOOD,Gent,9050,AC,56210,Besloten Vennootschap,,,
0459987064,DUPRO PROJECTS,Gent,9000,AC,56111,Besloten Vennootschap,,,
1015403225,DUSHAJ FOOD,Gent,9000,AC,56112,Besloten Vennootschap,,,
0744522411,DVS CATERING,Gent,9031,AC,46170,Besloten Vennootschap,,,
0474183213,DZTECH,Gent,9000,AC,43211,Besloten vennootschap met beperkte aansprakelijkheid,,,
0698647646,Da Adriano,Gent,9000,AC,56112,Besloten Vennootschap,,,
0768610083,DaGlo,Gent,9051,AC,47279,Besloten Vennootschap,info@casagloria.be,,
0848815227,Dakwerken Klavertje Vier,Gent,9030,AC,43410,Besloten Vennootschap,,,
0865656605,Danshuis De Ingang,Gent,9000,AC,85520,Vereniging zonder winstoogmerk,,,
0896227738,Data Repair & Services,Gent,9040,AC,62900,Besloten Vennootschap,,,
0636978610,De Abt,Gent,9000,AC,56111,Besloten Vennootschap,,,
0660562971,De Blauwe Maan,Gent,9032,AC,56111,Besloten Vennootschap,wondergem4@gmail.com,,www.wondergem.be
0773520560,De Drie Biggen,Gent,9000,AC,56111,Besloten Vennootschap,,,
0555935704,De Fobie,Gent,9000,AC,56111,Vennootschap onder firma,,,
0794486121,De Gentenaar,Gent,9000,AC,56111,Besloten Vennootschap,,,
1006675007,De Kunst,Gent,9000,AC,56111,Besloten Vennootschap,dekunstgent@gmail.com,,
0599985580,De Meersman F & V,Gent,9052,AC,93110,Besloten Vennootschap,,,
0698690901,De Mokke,Gent,9040,AC,56112,Besloten Vennootschap,,,
0644671007,De Moraal,Gent,9000,AC,56111,Vennootschap onder firma,,09/3299358,www.de-moraal.be
0804229473,De Omgekeerde Wereld,Gent,9000,AC,56111,Besloten Vennootschap,algemeen@deomgekeerdewereldgent.be,,
1007258292,De Quinny,Gent,9000,AC,56112,Vennootschap onder firma,info@de-salopette.be,0487400410,www.de-salopette.be
0777448268,De Tentenmaker,Gent,9000,AC,55209,Besloten Vennootschap,,,
0727713103,De Tulp Gent,Gent,9040,AC,56111,Besloten Vennootschap,,,
0728907983,De Warempel,Gent,9000,AC,56111,Vennootschap onder firma,chris@chrisdhaese.be,,
0890803656,De Zwarte Zee,Gent,9000,AC,56111,Besloten Vennootschap,,,
0896256244,Decruyenaere,Gent,9031,AC,70200,Besloten Vennootschap,,,
0758722221,Delanoeye,Gent,9000,AC,56112,Besloten Vennootschap,,,
0633496904,Den Boer,Gent,9050,AC,56111,Vennootschap onder firma,,,
0699537571,Deneve,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0749613030,Densa Food,Gent,9000,AC,56112,Besloten Vennootschap,,,
0736619780,Desembrood & Co,Gent,9000,AC,56112,Besloten Vennootschap,info@bakkerklaas.be,,www.bakkerklaas.be
0893793731,Didier De Rudder exploitatie,Gent,9051,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0693915729,Dinner on the Lake,Gent,9031,AC,56111,Besloten Vennootschap,,,
1012004661,Discover by Barge,Gent,9000,AC,70200,Besloten Vennootschap,,,
0680531115,Dok Brewing Company,Gent,9000,AC,56111,Besloten vennootschap met beperkte aansprakelijkheid,,,
0802688658,Donna,Gent,9000,AC,56301,Commanditaire vennootschap,,,
0783298061,Door,Gent,9000,AC,56111,Besloten Vennootschap,,,
0792540973,Doradas,Gent,9000,AC,56309,Besloten Vennootschap,,,
1001265276,Dubra,Gent,9000,AC,56112,Besloten Vennootschap,,,
0860788886,Dynadistri,Gent,9030,AC,56112,Besloten vennootschap met beperkte aansprakelijkheid,,,
