id,kbo_number,vat_number,company_name,legal_form,status,street_address,city,postal_code,country,geo_latitude,geo_longitude,industry_nace_code,nace_description,company_size,employee_count,revenue_range,founding_year,website_url,main_phone,main_email,ai_description,source,created_at,updated_at,last_sync_at,sync_status
b51914ea-cd0d-4820-902b-2098e74c7c19,0668695036,,747 WITH A TOOTH BRUSH,Besloten Vennootschap,AC,Eedgenotenstraat 129,Brussel,1000,BE,,,62200,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:03.047293,2026-03-08 13:42:02.851514,,enriched
a4f8c5fa-ed4d-4a73-96e5-104cb3e028ce,0847961528,,87 SECONDS,Naamloze vennootschap,AC,Havenlaan 86C,Brussel,1000,BE,,,59113,Professional Services,unknown,,,,,,,,,2026-03-07 15:55:52.950239,2026-03-08 13:36:20.301666,,enriched
252f0f3c-7f8c-47f5-8ae7-1a734ba47a80,0863686416,,@quico,Besloten Vennootschap,AC,Charles Demeerstraat 21A,Brussel,1020,BE,,,70200,Activiteiten van adviesbureaus op het gebied van bedrijfsvoering en overig managementadvies,,,,,,,,,,2026-03-07 15:55:55.813563,2026-03-07 15:55:55.813563,,pending
8140e1f8-6c18-4a72-aaf0-b823e74ccc7e,0794657157,,A&A CONSULTING,Besloten Vennootschap,AC,Adrien Bayetlaan 64,Brussel,1020,BE,,,62100,IT & Communications,unknown,,,,,033659226774,maya.vanard@gmail.com,,,2026-03-07 15:55:35.602676,2026-03-08 13:23:41.347581,,enriched
e7d4dd5a-1898-49fb-964d-867913d41119,0707806228,,A.B SPRL,Besloten Vennootschap,AC,Keizerslaan 10,Brussel,1000,BE,,,77110,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:12.992571,2026-03-08 13:58:59.051805,,enriched
1943e881-8687-472e-a419-38d03cf38a12,0776621986,,A2Z Consulting,Commanditaire vennootschap,AC,de Smet de Naeyerlaan 525,Brussel,1020,BE,,,62200,Activiteiten op het gebied van computerconsultancy en beheer van computerfaciliteiten,,,,,,,,,,2026-03-07 15:55:29.227362,2026-03-07 15:55:29.227362,,pending
a2bc237d-e02d-4d9b-81e1-5b50ba42d9e7,0632980527,,AAA CAPITALFIN,Besloten Vennootschap,AC,Congresstraat 20,Brussel,1000,BE,,,66220,Financial Services,unknown,,,,,,,,,2026-03-07 15:54:57.081872,2026-03-08 13:35:36.928392,,enriched
30adf99b-8015-424e-8bd4-cd3ff3ecf1b0,0597728054,,ABOUT IT,Besloten Vennootschap,AC,Louizalaan 367,Brussel,1050,BE,,,62200,Activiteiten op het gebied van computerconsultancy en beheer van computerfaciliteiten,,,,,,,,,,2026-03-07 15:54:55.456635,2026-03-07 15:54:55.456635,,pending
c68e6169-2296-451b-807d-1198d3a2ef08,0684445064,,ABRATA-CONSULTING,Besloten Vennootschap,AC,Ransbeekstraat 230,Brussel,1120,BE,,,62200,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:08.525304,2026-03-08 13:47:39.449009,,enriched
3c4a7ea6-97fc-48e7-b623-b2e01e440116,0733552897,,AC CORPORATE,Besloten Vennootschap,AC,Olmkruidlaan 7,Brussel,1020,BE,,,70200,Activiteiten van adviesbureaus op het gebied van bedrijfsvoering en overig managementadvies,,,,,,,,,,2026-03-07 15:55:17.797366,2026-03-07 15:55:17.797366,,pending
45684753-fad8-4872-966a-72615bfca1ca,0469296688,,ACCETRANS,Besloten Vennootschap,AC,Louizalaan 143,Brussel,1050,BE,,,70200,Activiteiten van adviesbureaus op het gebied van bedrijfsvoering en overig managementadvies,,,,,,,,,,2026-03-07 15:54:44.827292,2026-03-07 15:54:44.827292,,pending
1942db73-ba18-4d5d-8b7e-0f7ec391f35b,0550510137,,ACENSI BELGIUM,Besloten Vennootschap,AC,Tweekerkenstraat 29-31,Brussel,1000,BE,,,70200,Activiteiten van adviesbureaus op het gebied van bedrijfsvoering en overig managementadvies,,,,,www.acensi.be,,administratif@acensi.be,,,2026-03-07 15:54:52.641605,2026-03-07 15:54:52.641605,,pending
64572a75-e505-4be6-9ffc-9820c8bbace5,0885401449,,ACENTO NATURALE,Besloten Vennootschap,AC,Franklinstraat 26,Brussel,1000,BE,,,96220,IT & Communications,unknown,,,,,,,,,2026-03-07 15:56:03.259932,2026-03-08 13:13:59.514501,,enriched
ca4ce947-973a-4d04-809b-86694d7a07d1,0655909248,,ACII,Besloten Vennootschap,AC,Bischoffsheimlaan 39,Brussel,1000,BE,,,62100,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:00.668825,2026-03-08 13:48:52.274804,,enriched
207e9f0b-1675-4cec-b30e-7c69e010ab74,0768591574,,ACMME,Besloten Vennootschap,AC,Donderberg 38,Brussel,1120,BE,,,62100,Ontwerpen van computerprogramma’s,,,,,,,,,,2026-03-07 15:55:26.786455,2026-03-07 15:55:26.786455,,pending
31da94cb-c995-470b-ba8c-f25098157c4c,0867597593,,ACROID,Besloten vennootschap met beperkte aansprakelijkheid,AC,Bruynstraat 32,Brussel,1120,BE,,,62100,Ontwerpen van computerprogramma’s,,,,,,,,,,2026-03-07 15:55:56.817521,2026-03-07 15:55:56.817521,,pending
f7bd2e02-df68-4c50-8450-b788edf8f7cf,0823686485,,ACTISAP,Besloten Vennootschap,AC,Picardstraat 7,Brussel,1000,BE,,,62900,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:45.511984,2026-03-08 14:05:06.633931,,enriched
e5f17bb5-497a-474d-9bc0-9b7fa662b347,0898717074,,AD HOC DATA,Besloten Vennootschap,AC,de Meeûssquare 35,Brussel,1000,BE,,,63100,IT & Communications,unknown,,,,,,,,,2026-03-07 15:56:07.707661,2026-03-08 13:58:16.429611,,enriched
f313bef3-c4d1-40ec-ade4-563326766bfd,0803379041,,ADELY,Naamloze vennootschap,AC,Zuidlaan 52,Brussel,1000,BE,,,70200,Transportation,unknown,,,,,,,,,2026-03-07 15:55:39.587948,2026-03-08 14:03:28.276595,,enriched
9bd27f9f-5bda-4605-a6d8-027165fdafb7,0475526068,,ADEQUATE,Besloten Vennootschap,AC,Hoekstraat 7,Brussel,1000,BE,,,81100,Administrative Services,unknown,,,,,+32478446331,sprl.adequate@gmail.com,,,2026-03-07 15:54:46.144351,2026-03-08 13:32:47.599501,,enriched
08e0a278-4966-4291-947f-bd190d099fc6,1010530063,,ADGHOUL-CONSULT,Besloten Vennootschap,AC,Charles Demeerstraat 128,Brussel,1020,BE,,,62200,Activiteiten op het gebied van computerconsultancy en beheer van computerfaciliteiten,,,,,,,,,,2026-03-07 15:56:13.069952,2026-03-07 15:56:13.069952,,pending
be87a85d-ddcc-4b00-baec-a985602b2ebe,0875356605,,ADIUVIT,Besloten Vennootschap,AC,Ambiorixsquare 23,Brussel,1000,BE,,,70200,Professional Services,unknown,,,,,,,,,2026-03-07 15:55:58.731150,2026-03-08 13:45:05.848401,,enriched
92160265-2ee1-44f4-a193-b5c997c9e0b9,0798496773,,ADJI TECH,Besloten Vennootschap,AC,Keizerslaan 10,Brussel,1000,BE,,,62100,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:36.850552,2026-03-08 13:29:31.945237,,enriched
2715f50c-4665-4be5-bd73-a655eb0d781d,0764990203,,ADK LEGALTECH SOLUTIONS,Naamloze vennootschap,AC,Kunstlaan 6,Brussel,1000,BE,,,62100,Ontwerpen van computerprogramma’s,,,,,,,,,,2026-03-07 15:55:25.783159,2026-03-07 15:55:25.783159,,pending
9da18024-7b67-4d6d-bf19-651e840f09e5,0779861687,,ADONIS SERVICES,Commanditaire vennootschap,AC,Ransbeekstraat 230,Brussel,1120,BE,,,62200,Professional Services,unknown,,,,Www.adonis-services.com,,Info@adonis-services.com,,,2026-03-07 15:55:30.355243,2026-03-08 13:33:53.594834,,enriched
b3eb2ec9-1888-4f55-a100-d4d6b409c11a,0758476454,,ADRIAN MANAGEMENT,Besloten Vennootschap,AC,Congresstraat 35,Brussel,1000,BE,,,70200,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:23.929815,2026-03-08 13:41:38.683826,,enriched
f25ece9d-ad55-4b13-bf1b-798c450dbc55,0878960352,,ADSUM,Besloten Vennootschap,AC,Koloniënstraat 11,Brussel,1000,BE,,,62200,IT & Communications,unknown,,,,,,,,,2026-03-07 15:56:01.517076,2026-03-08 14:03:07.997132,,enriched
264efa98-aebe-4fe5-b845-f2d84900a1d5,0869896196,,ADVANCO,Naamloze vennootschap,AC,Bourgetlaan 42,Brussel,1130,BE,,,62100,Ontwerpen van computerprogramma’s,,,,,,,,,,2026-03-07 15:55:57.234626,2026-03-07 15:55:57.234626,,pending
685e8532-996c-4290-9a89-e08080e924ee,0777885362,,ADVISUM PARTNERS,Besloten Vennootschap,AC,Nijverheidsstraat 11,Brussel,1000,BE,,,62200,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:29.687362,2026-03-08 13:15:20.466735,,enriched
ac77914d-ee6b-4f90-b6f1-774c424eafe6,0727937983,,ADVOCAAT EMILIE VAN GOIDSENHOVEN,Besloten Vennootschap,AC,Havenlaan 86C,Brussel,1000,BE,,,70200,Professional Services,unknown,,,,,,,,,2026-03-07 15:55:16.738937,2026-03-08 13:38:50.679678,,enriched
43862287-6b82-40c1-9db4-3e8a1ceb150e,0799763812,,ADigit,Besloten Vennootschap,AC,Hoogstraat 182,Brussel,1000,BE,,,62100,Ontwerpen van computerprogramma’s,,,,,,,,,,2026-03-07 15:55:38.080687,2026-03-07 15:55:38.080687,,pending
10193ebc-19a1-4f5b-8705-ef8904f1a457,0743436308,,AE CONSULTING,Besloten Vennootschap,AC,Zuidlaan 19,Brussel,1000,BE,,,70200,Activiteiten van adviesbureaus op het gebied van bedrijfsvoering en overig managementadvies,,,,,,,essafi.a@live.fr,,,2026-03-07 15:55:20.255397,2026-03-07 15:55:20.255397,,pending
834a4402-1bac-473f-8786-1c53d2804355,0767519131,,AEM Consult,Besloten Vennootschap,AC,Bischoffsheimlaan 39,Brussel,1000,BE,,,62200,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:26.425804,2026-03-08 13:24:22.134189,,enriched
38a5e877-c45a-410d-ada0-cf8161dd2e46,0899522273,,AFTERCUBE,Besloten vennootschap met beperkte aansprakelijkheid,AC,Bischoffsheimlaan 39,Brussel,1000,BE,,,62900,Overige diensten op het gebied van informatietechnologie en computer,,,,,,,,,,2026-03-07 15:56:07.912752,2026-03-07 15:56:07.912752,,pending
5292bb29-d71d-4c9e-90a5-75c0566a5a9d,1011677138,,AGA-CONS,Besloten Vennootschap,AC,Louizalaan 209A,Brussel,1050,BE,,,62200,IT & Communications,unknown,,,,,,,,,2026-03-07 15:56:13.651671,2026-03-08 13:08:14.413866,,enriched
e3e15d5c-70d1-48a2-9454-05b06293dd62,0788823103,,AGAD Technology,Besloten Vennootschap,AC,Louizalaan 65,Brussel,1050,BE,,,62100,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:33.500208,2026-03-08 13:57:36.614900,,enriched
5bf8e1f6-3248-4bc1-a79d-f6f8fdd4b5a3,0774438397,,AGILE COLORS,Besloten Vennootschap,AC,Notelaarsstraat 141,Brussel,1000,BE,,,47120,Wholesale & Retail,unknown,,,,,,,,,2026-03-07 15:55:28.538319,2026-03-08 13:11:10.428270,,enriched
d7f72bda-55e3-4116-9712-238a0ff6aa90,0771765949,,AGILYTECH,Besloten Vennootschap,AC,Handelskaai 25,Brussel,1000,BE,,,62100,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:27.747710,2026-03-08 13:53:27.869357,,enriched
f47c43fc-1a61-422d-a8cf-b0aa78eacf90,0740499582,,AGLADYS,Besloten Vennootschap,AC,Fransmanstraat 27,Brussel,1020,BE,,,62100,IT & Communications,unknown,,,,agladys.com,,,,,2026-03-07 15:55:19.613103,2026-03-08 14:04:05.809981,,enriched
3aad75d8-9b3d-487b-bcb0-b7dc10ef48d0,0548769481,,AGORACOMM,Besloten Vennootschap,AC,Louizalaan 428,Brussel,1050,BE,,,63100,"Computerinfrastructuur, gegevensverwerking, hosting en aanverwante activiteiten",,,,,,,,,,2026-03-07 15:54:52.437124,2026-03-07 15:54:52.437124,,pending
7b1fca8f-d20b-4ff9-883f-bb9c3f2d0285,1001657335,,AH SCUTUM,Besloten Vennootschap,AC,Louizalaan 523,Brussel,1050,BE,,,47120,IT & Communications,unknown,,,,,,,,,2026-03-07 15:56:08.856977,2026-03-08 13:21:40.595883,,enriched
18e98bf9-6ec9-4bb9-b6cf-f0ad982c7e33,1001092755,,AI-Brothers,Besloten Vennootschap,AC,Priemstraat 51,Brussel,1000,BE,,,62900,Overige diensten op het gebied van informatietechnologie en computer,,,,,,,,,,2026-03-07 15:56:08.570950,2026-03-07 15:56:08.570950,,pending
2e43a4af-18d9-4485-93f2-bfb07fb19de7,1011255781,,AIKEN CONSULT,Besloten Vennootschap,AC,Rollebeekstraat 19,Brussel,1000,BE,,,73300,Activiteiten van adviesbureaus op het gebied van public relations en communicatie,,,,,,,,,,2026-03-07 15:56:13.382424,2026-03-07 15:56:13.382424,,pending
e0050d2d-51a0-4c29-be54-a251e24da940,0667622096,,AILERON TECHNOLOGIES,Besloten Vennootschap,AC,Olmkruidlaan 7,Brussel,1020,BE,,,47610,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:02.751855,2026-03-08 13:56:11.557528,,enriched
c6b77fc7-edbd-454a-8da2-fddad7517b92,0770303427,,AIRDATA,Besloten Vennootschap,AC,Verdunstraat 750,Brussel,1130,BE,,,62100,Professional Services,unknown,,,,air-data.be,,myacoubi@air-data.be,,,2026-03-07 15:55:27.304157,2026-03-08 13:47:43.336953,,enriched
0ebe5d00-4619-480a-8b47-d3b2bc48a39c,0748911660,,AJ SRL,Besloten Vennootschap,AC,Koloniënstraat 11,Brussel,1000,BE,,,62200,Activiteiten op het gebied van computerconsultancy en beheer van computerfaciliteiten,,,,,,,,,,2026-03-07 15:55:21.707116,2026-03-07 15:55:21.707116,,pending
f0748461-3421-4e04-83ce-71721415085a,0474678111,,AKSON & PARTNERS,Besloten Vennootschap,AC,Drukpersstraat 4,Brussel,1000,BE,,,70200,Professional Services,unknown,,,,,,,,,2026-03-07 15:54:45.865438,2026-03-08 14:02:20.077361,,enriched
1510000b-3f7c-4a35-a309-a2726d603823,0656666244,,AKUITY,Besloten Vennootschap,AC,Pronkerwtlaan 44,Brussel,1020,BE,,,62200,Activiteiten op het gebied van computerconsultancy en beheer van computerfaciliteiten,,,,,,,philippe@skwarel.com,,,2026-03-07 15:55:00.925916,2026-03-07 15:55:00.925916,,pending
9eebac61-f6b4-46ee-a49d-edf59526cb06,0718831366,,AKURATA,Besloten Vennootschap,AC,Joseph Stevensstraat 7,Brussel,1000,BE,,,82300,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:14.596829,2026-03-08 13:34:18.567663,,enriched
dc7d3ed6-683e-4cdb-834b-c0cf498806da,0802995791,,AL Secure consulting,Commanditaire vennootschap,AC,Eedgenotenstraat 35,Brussel,1000,BE,,,70200,Professional Services,unknown,,,,,,,,,2026-03-07 15:55:39.485286,2026-03-08 13:54:58.672067,,enriched
ccbddaa2-e8b0-472c-8e63-049128a777b1,0477815466,,ALCHIMERYS,Besloten Vennootschap,AC,Schapenweg 16,Brussel,1020,BE,,,62200,Professional Services,unknown,,,,,,,,,2026-03-07 15:54:46.711805,2026-03-08 13:49:40.787309,,enriched
dc5abbb1-5d00-475f-9fea-2229b139481c,0766275155,,ALEXIS VA,Besloten Vennootschap,AC,de Lignestraat 5,Brussel,1000,BE,,,70200,Professional Services,unknown,,,,,,,,,2026-03-07 15:55:26.140374,2026-03-08 13:54:56.776954,,enriched
53127971-7cc8-4051-b77c-f807909a64c4,0789429154,,ALGORILA,Naamloze vennootschap,AC,Louizalaan 137,Brussel,1050,BE,,,62100,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:33.604543,2026-03-08 13:08:24.054225,,enriched
9c2a138b-a2c9-4412-8e50-f36699f62d73,0801718064,,ALIT,Besloten Vennootschap,AC,Wetstraat 23,Brussel,1000,BE,,,62200,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:38.840704,2026-03-08 13:32:55.674098,,enriched
52e031a6-b3fc-4007-85d8-ab5b713f4d1d,0720781561,,ALL BE ONE,Besloten vennootschap met beperkte aansprakelijkheid,AC,Blaesstraat 175,Brussel,1000,BE,,,63100,Wholesale & Retail,unknown,,,,,,,,,2026-03-07 15:55:15.036178,2026-03-08 13:08:19.859669,,enriched
e4cd8041-cdb2-42e1-b65a-ae4d05eecaa5,0420721959,,ALL SERVICES TRADING AND INVESTMENTS,Besloten vennootschap met beperkte aansprakelijkheid,AC,Koningsstraat 97,Brussel,1000,BE,,,95100,Wholesale & Retail,unknown,,,,,,,,,2026-03-07 15:54:34.907596,2026-03-08 13:57:54.600542,,enriched
5a254ab9-5a2d-4270-a6fb-3ee3befdeac8,1007703603,,ALPAGO LABS,Besloten Vennootschap,AC,Louizalaan 367,Brussel,1050,BE,,,63100,IT & Communications,unknown,,,,alpago.app,,,,,2026-03-07 15:56:11.800778,2026-03-08 13:10:34.435159,,enriched
f806d6bf-9824-417c-88e5-e6aa33d786cd,0456272360,,ALPHA - CHROME,Besloten Vennootschap,AC,Rommelaerelaan 1,Brussel,1020,BE,,,47400,Wholesale & Retail,unknown,,,,,,,,,2026-03-07 15:54:41.909894,2026-03-08 14:05:10.779790,,enriched
78784912-904e-4b94-b52e-2843269f0055,0775479168,,ALPHA ZETA VENTURE,Besloten Vennootschap,AC,Robert Schumanplein 2-4,Brussel,1040,BE,,,82100,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:28.935069,2026-03-08 13:20:50.766724,,enriched
0f60ea97-2ac9-4cbb-8e99-42649021059d,0830560718,,ALT-F1,Besloten vennootschap met beperkte aansprakelijkheid,AC,Drootbeekstraat 13,Brussel,1020,BE,,,62200,Activiteiten op het gebied van computerconsultancy en beheer van computerfaciliteiten,,,,,,,,,,2026-03-07 15:55:47.673749,2026-03-07 15:55:47.673749,,pending
96b6dd4e-4049-450c-b45e-8cb8e7fdfc57,0696869477,,ALTHERIA SOLUTIONS,Besloten Vennootschap,AC,Kantersteen 47,Brussel,1000,BE,,,62100,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:11.240367,2026-03-08 13:31:09.495847,,enriched
b8bf42e4-79c8-48b2-b7b1-fd7d3a92d29e,0646800948,,AMAEDU,Besloten Vennootschap,AC,Louizalaan 573,Brussel,1050,BE,,,47640,Professional Services,unknown,,,,,,,,,2026-03-07 15:54:59.227504,2026-03-08 13:43:15.446994,,enriched
331371db-0ae2-4a66-9ef7-877e0c874452,0740514331,,AMANA CONSULT,Besloten Vennootschap,AC,Robert Schumanplein 6,Brussel,1040,BE,,,62100,Ontwerpen van computerprogramma’s,,,,,,+3200000000,,,,2026-03-07 15:55:19.613103,2026-03-07 15:55:19.613103,,pending
d98d655f-baab-4984-9483-b998a7c82801,0797961689,,AMBA STUDIO,Besloten Vennootschap,AC,Louizalaan 367,Brussel,1050,BE,,,70200,IT & Communications,unknown,,,,,,ronelmanzeza@gmail.com,,,2026-03-07 15:55:36.651387,2026-03-08 13:54:00.648678,,enriched
a978d64a-68c0-4055-8870-9e2dcf0d548d,0838181948,,AMETIS,Besloten Vennootschap,AC,Pagodenlaan 151,Brussel,1020,BE,,,62100,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:50.031133,2026-03-08 13:37:52.187908,,enriched
e8dc30e7-ed60-44a9-9f9f-3d20cfd4257f,0477442413,,AMEXIO BELGIQUE,Besloten vennootschap met beperkte aansprakelijkheid,AC,Esplanade 1,Brussel,1020,BE,,,62200,IT & Communications,unknown,,,,,,,,,2026-03-07 15:54:46.557898,2026-03-08 13:59:17.406601,,enriched
3a06a65e-4eec-4677-8f09-80d8298c0f86,0731707919,,AMINUKI,Besloten Vennootschap,AC,Kunstlaan 56,Brussel,1000,BE,,,47762,"Detailhandel in huisdieren, voer voor huisdieren en benodigdheden daarvoor",,,,,,+32488035188,aminuki.info@gmail.com,,,2026-03-07 15:55:17.504690,2026-03-07 15:55:17.504690,,pending
fc90dcf6-c5f0-41b7-a342-954753d53417,0692771129,,AMLS CONSULTING,Besloten vennootschap met beperkte aansprakelijkheid,AC,Rembrandtstraat 29,Brussel,1000,BE,,,62200,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:10.309843,2026-03-08 14:06:37.743369,,enriched
9a83662e-d2a2-4453-8095-901082e9e90a,0768916228,,AMNAdev,Besloten Vennootschap,AC,Aalststraat 7,Brussel,1000,BE,,,70200,Professional Services,unknown,,,,,,contact@amnadev.be,,,2026-03-07 15:55:26.981957,2026-03-08 13:32:22.789363,,enriched
3ae82279-954d-4da6-b12b-e288ee5bff9e,0826060809,,ANACHRON BELGIUM,Naamloze vennootschap,AC,Esplanade 1,Brussel,1020,BE,,,62900,Overige diensten op het gebied van informatietechnologie en computer,,,,,,,,,,2026-03-07 15:55:46.401992,2026-03-07 15:55:46.401992,,pending
2264fa74-5b81-46a7-9293-155ce5de12d3,0798291984,,ANASTASIS,Besloten Vennootschap,AC,Louizalaan 231,Brussel,1050,BE,,,82100,Administratieve en ondersteunende activiteiten ten behoeve van kantoren,,,,,,,,,,2026-03-07 15:55:36.749138,2026-03-07 15:55:36.749138,,pending
9daaea03-b0fd-484f-943c-ceb6e8a55f0e,0800467358,,ANDRIMAT SOLUTION,Commanditaire vennootschap,AC,Laënneclaan 21,Brussel,1020,BE,,,62100,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:38.276991,2026-03-08 13:33:54.248769,,enriched
825246c2-3f86-433f-a1d1-5075466a7968,0846023904,,ANIMAL MINDFARM,Besloten vennootschap met beperkte aansprakelijkheid,AC,Keizerslaan 27,Brussel,1000,BE,,,62900,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:52.397070,2026-03-08 13:24:03.263785,,enriched
ae0665ee-5690-4dcd-a1b8-626655055b39,0679803813,,ANTARTICA,Besloten vennootschap met beperkte aansprakelijkheid,AC,Louizalaan 178,Brussel,1050,BE,,,62100,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:07.365897,2026-03-08 13:39:21.021744,,enriched
7daae0f1-9cf2-41ff-aa60-773c43baac29,0720612406,,ANTICIP,Gewone commanditaire vennootschap,AC,Drukpersstraat 4,Brussel,1000,BE,,,78200,Other Services,unknown,,,,,,,,,2026-03-07 15:55:15.036178,2026-03-08 13:22:28.875034,,enriched
cae8d6a1-1ced-4cc8-8822-6a982e9c8760,0794458902,,APPTIMAL,Besloten Vennootschap,AC,Louizalaan 523,Brussel,1050,BE,,,62900,IT & Communications,unknown,,,,,,,,,2026-03-07 15:55:35.491623,2026-03-08 13:49:05.990241,,enriched
6d80f3e8-3297-4944-bf50-5be99f4bbc8a,0541903069,,APR Engineering,Besloten Vennootschap,AC,Pagodenlaan 338,Brussel,1020,BE,,,62900,IT & Communications,unknown,,,,,,,,,2026-03-07 15:54:51.248842,2026-03-08 13:17:04.509549,,enriched
82c79118-5e66-426a-b8df-1378e058f38d,0477471117,,APSIDE BELGIUM,Besloten Vennootschap,AC,Kunstlaan 46,Brussel,1000,BE,,,72100,Professional Services,unknown,,,,,,,,,2026-03-07 15:54:46.557898,2026-03-08 13:24:13.023697,,enriched
58acd4c3-81b7-4daf-8086-15106f1ed3dd,0426682709,,ARCADIS BELGIUM,Naamloze vennootschap,AC,Markiesstraat 1,Brussel,1000,BE,,,74203,Professional Services,unknown,,,,,,,,,2026-03-07 15:54:36.029661,2026-03-08 13:10:04.243467,,enriched
0e8977ba-ae89-4371-9577-6b9a47319f48,1016209018,,ARCANIS CONSULTING,Besloten Vennootschap,AC,Keizerslaan 10,Brussel,1000,BE,,,70200,Activiteiten van adviesbureaus op het gebied van bedrijfsvoering en overig managementadvies,,,,,,,,,,2026-03-07 15:56:15.559223,2026-03-07 15:56:15.559223,,pending
653b3c1b-c54b-444c-baee-30e54d7b369f,0466180911,,ARCHI-EUROPE,Naamloze vennootschap,AC,Bischoffsheimlaan 39,Brussel,1000,BE,,,63100,Professional Services,unknown,,,,,,,,,2026-03-07 15:54:44.355615,2026-03-08 13:14:16.826698,,enriched
92ca036f-b767-4338-85e9-bb2683024152,1017700541,,ARGOS BV,Besloten Vennootschap,AC,Zwarte Lievevrouwstraat 2-4,Brussel,1000,BE,,,62900,IT & Communications,unknown,,,,,,,,,2026-03-07 15:56:16.317445,2026-03-08 13:29:46.864227,,enriched
